timestamp,bitcoin,ethereum,tether,ripple,solana,cardano,dogecoin,guacamole,chainlink,polkadot,shiba-inu,litecoin,dai,bitcoin-cash,cosmos,uniswap,stellar,ethereum-classic,internet-computer,filecoin,the-graph,aave,maker,algorand,axie-infinity,decentraland,tezos,eos,chiliz,curve-dao-token,zcash,paxos-standard,1inch,dash,iotex,basic-attention-token,0x,mask-network,loopring,celo,storj,yearn-finance,ankr,aragon,balancer,skale,band-protocol,tellor,livepeer,status,alchemy-pay,uma,wrapped-bitcoin,origintrail,bounce-token,braintrust,cartesi,playdapp,kyber-network,civic,numeraire,adventure-gold,badger-dao,nkn,radicle,gitcoin,coti,lcx,ampleforth-governance-token,assemble-protocol,clover-finance,district0x,orion-protocol,quickswap,harvest-finance,airswap,suku,rai,wrapped-centrifuge
1701815933.0,0.02,0.13,-0.23,0.04,0.12,-0.06,-0.05,7.77,-0.13,0.0,0.0,-0.16,-0.23,0.18,-0.1,-0.16,0.03,0.0,0.0,0.0,-0.05,0.06,-0.0,0.07,0.0,-0.17,-0.04,0.0,0.01,0.39,-0.13,0.1,-0.12,-0.09,-0.25,0.08,-0.22,0.0,-0.01,-0.15,-0.41,-0.58,-0.34,0.0,0.0,-0.11,0.0,-0.2,0.15,0.03,0.1,0.0,0.05,0.11,0.0,-0.09,-0.12,0.04,0.0,-0.04,-0.06,0.79,0.0,-0.16,0.0,0.0,0.02,0.0,0.29,0.02,-1.09,0.09,0.06,0.05,0.03,0.03,0.04,0.0,-0.03
1701815993.0,-0.05,-0.18,0.0,-0.04,-0.2,-0.14,-0.01,-0.04,-0.06,0.0,-0.11,-0.05,0.0,0.14,0.0,0.16,-0.03,-0.05,0.0,-0.21,-0.03,-0.06,-0.03,0.03,0.0,-0.12,-0.01,-0.1,-0.04,-0.11,0.0,-0.1,-0.04,0.0,-0.06,-0.05,0.07,0.0,-0.26,-0.09,-0.09,-0.03,-0.01,0.87,0.0,-0.1,0.0,-0.09,-0.31,-0.04,-0.01,0.0,0.03,0.01,0.0,0.12,0.09,0.06,13.85,-0.1,0.56,-0.79,0.0,0.08,0.0,-0.84,-0.02,-0.04,0.0,0.0,0.01,-0.04,0.08,-0.01,-0.11,-0.03,0.06,0.0,-0.02
1701816053.0,-0.04,0.02,0.0,-0.04,-0.02,-0.06,-0.05,0.0,-0.06,0.0,-0.11,-0.07,0.09,0.04,0.0,0.0,-0.03,-0.1,-0.2,0.0,-0.05,-0.04,-0.04,-0.03,-0.14,-0.04,-0.05,-0.04,-0.04,-0.04,-0.03,0.0,-0.05,-0.03,-0.07,-0.04,-0.04,-0.26,-0.05,-0.06,-0.03,-0.03,-0.04,-0.17,0.0,0.05,-0.65,-0.03,0.0,-0.06,-0.48,0.0,-0.04,-0.05,0.0,12.97,0.01,-0.03,-0.05,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,-0.04,-0.05,0.0,-0.09,-0.05,0.0,1.15,-0.04,-0.05,-0.02,-0.03,0.0,0.03
1701816113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701816173.0,-0.05,-0.05,0.0,-0.04,-0.03,-0.06,0.0,-0.85,-0.06,-0.17,0.0,-0.05,0.0,0.11,-0.1,0.0,-0.09,-0.05,0.0,0.0,-0.08,0.01,0.02,-0.07,0.0,-0.04,-0.04,-0.06,-0.02,0.11,-0.06,0.0,-0.04,-0.03,-0.07,0.18,-0.06,0.0,-0.05,0.02,-0.03,-0.07,-0.04,0.0,0.0,-0.03,0.0,-0.08,0.0,-0.05,-0.01,0.0,-0.02,-0.03,0.0,0.0,-0.06,-0.01,-0.04,-0.04,-0.06,-0.79,-0.19,-0.02,0.0,0.0,-0.03,-0.04,0.0,-0.17,0.02,-0.26,0.42,-0.04,-0.03,0.02,-0.03,0.0,-0.03
1701816234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701816294.0,-0.1,-0.1,0.0,-0.09,-0.1,0.01,-0.07,-0.05,-0.13,0.0,0.0,-0.07,0.0,0.06,0.0,0.0,0.04,0.05,-0.39,0.0,0.13,-0.04,-0.02,-0.05,0.0,-0.08,-0.04,0.03,-0.01,0.0,0.0,0.0,0.13,0.03,-0.11,-0.33,-0.03,0.0,0.05,0.06,-0.06,-0.15,-0.1,0.0,0.0,-0.12,0.0,-0.1,0.0,-0.02,0.02,0.0,-0.05,0.01,0.0,-11.53,0.06,-0.13,0.03,0.11,-0.06,0.0,0.0,-0.02,0.0,0.85,-0.07,-0.07,-0.29,-0.05,-0.08,-0.06,0.41,-0.06,0.0,-0.06,-0.03,0.0,0.2
1701816354.0,-0.04,0.01,-0.04,-0.05,-0.05,-0.03,-0.05,2.76,0.0,0.0,0.0,-0.05,-0.16,-0.06,0.0,0.0,-0.05,-0.05,0.0,0.0,-0.02,-0.02,-0.07,0.07,-0.14,-0.04,-0.05,-0.03,0.02,-0.09,-0.03,-0.1,-0.02,-0.06,-0.09,-0.07,-0.05,-0.26,-0.05,-0.06,-0.05,-0.09,-0.05,-0.17,0.0,-0.01,0.0,-0.04,0.0,-0.06,-0.03,0.0,-0.06,-0.05,0.0,0.0,-0.02,-0.07,-0.06,-0.05,-0.06,-0.8,0.0,-0.04,0.0,0.0,-0.03,0.02,0.0,0.0,0.01,0.0,0.09,-0.05,-0.05,-0.06,-0.06,0.0,-0.05
1701816414.0,0.04,-0.01,0.04,0.05,0.05,0.03,0.05,-2.68,0.0,0.0,0.0,0.05,0.16,0.06,0.0,0.0,0.05,0.05,0.0,0.0,0.02,0.02,0.07,-0.07,0.14,0.04,0.05,0.03,-0.02,0.09,0.03,0.1,0.02,0.06,0.09,0.07,0.05,0.26,0.05,0.06,0.05,0.09,0.05,0.17,0.0,0.01,0.0,0.04,0.0,0.06,0.03,0.0,0.06,0.05,0.0,0.0,0.02,0.07,0.06,0.05,0.06,0.81,0.0,0.04,0.0,0.0,0.03,-0.02,0.0,0.0,-0.01,0.0,-0.09,0.05,0.05,0.06,0.06,0.0,0.05
1701816474.0,-0.08,-0.05,-0.04,-0.16,-0.1,-0.06,-0.13,2.7,-0.06,-0.17,0.11,-0.15,-0.16,-0.1,0.0,0.0,-0.09,-0.15,-0.2,0.0,-0.06,-0.06,-0.13,-0.09,-0.14,-0.1,-0.09,-0.09,-0.04,-0.17,-0.13,-0.17,-0.16,-0.12,-0.24,0.07,-0.14,-0.26,-0.13,-0.03,-0.1,-0.12,-0.12,-0.17,0.0,-0.06,0.0,-0.14,0.0,-0.08,-0.11,0.0,-0.1,-0.06,0.0,0.0,-0.09,-0.11,-0.13,-0.11,-0.12,-0.8,-0.19,-0.1,-0.61,-0.84,-0.05,-0.05,0.0,-0.11,0.52,-0.06,0.06,-0.0,-0.08,-0.13,-0.06,0.0,-0.11
1701816534.0,0.04,0.06,0.0,0.11,0.05,0.03,0.08,0.05,0.06,0.17,-0.11,0.1,0.0,0.04,0.0,0.0,0.04,0.1,0.2,0.0,0.04,0.04,0.06,0.16,0.0,0.06,0.05,0.06,0.06,0.08,0.1,0.07,0.14,0.06,0.15,-0.14,0.09,0.0,0.07,-0.03,0.05,0.03,0.07,0.0,0.0,0.05,0.0,0.1,0.0,0.01,0.08,0.0,0.04,0.01,0.0,0.0,0.07,0.04,0.07,0.06,0.06,0.0,0.19,0.05,0.61,0.85,0.03,0.07,0.0,0.11,-0.5,0.07,0.04,-0.05,0.03,0.07,0.0,0.0,0.06
1701816595.0,0.25,0.23,0.0,0.06,0.15,0.1,0.1,-0.02,0.13,0.17,0.21,0.12,0.0,0.13,0.31,0.16,0.12,-0.1,0.2,0.21,0.13,0.12,0.12,-0.03,0.29,0.0,0.15,0.18,0.1,-0.03,0.03,0.1,-0.08,0.15,-0.01,0.15,0.19,0.26,0.06,0.02,0.1,-0.31,0.01,0.17,0.24,0.04,0.0,0.14,0.15,0.69,-0.25,0.0,0.15,0.4,0.0,0.05,0.07,0.15,0.05,0.08,-0.43,0.0,0.0,0.12,0.0,-0.84,0.13,-0.24,0.29,-0.97,0.74,-0.31,0.56,0.26,0.14,0.11,0.36,0.0,-0.04
1701816655.0,0.0,0.09,0.27,-0.02,0.02,-0.0,0.02,1.23,0.0,0.0,-0.11,0.07,0.2,0.03,0.0,0.0,0.01,0.0,-0.2,0.0,-0.05,0.01,0.02,0.0,-0.14,0.01,0.03,0.03,0.01,-0.13,0.03,-0.1,-0.07,-0.03,0.04,0.02,-0.01,0.0,0.01,0.03,-0.02,0.03,0.02,0.0,0.0,0.08,0.0,0.01,0.0,-0.08,-0.08,0.0,0.02,0.01,0.0,0.0,-0.04,0.04,0.04,-0.04,0.0,0.81,0.0,0.03,0.0,0.0,-0.01,0.04,-0.29,0.2,-0.07,-0.03,-0.43,-0.03,0.03,-0.02,0.04,0.0,0.01
1701816715.0,-0.29,-0.38,-0.27,-0.15,-0.21,-0.13,-0.19,-1.25,-0.19,-0.34,0.0,-0.29,-0.2,-0.2,-0.3,-0.16,-0.17,0.0,-0.2,-0.21,-0.12,-0.17,-0.2,-0.13,-0.14,-0.07,-0.23,-0.26,-0.17,0.09,-0.16,-0.07,0.01,-0.19,-0.18,-0.03,-0.27,-0.26,-0.14,-0.02,-0.13,0.25,-0.1,-0.17,-0.23,-0.17,0.0,-0.26,-0.15,-0.62,0.25,0.0,-0.21,-0.42,0.0,-0.05,-0.1,-0.22,-0.16,-0.09,0.37,-0.8,-0.19,-0.21,-0.61,0.0,-0.14,0.14,0.0,0.67,-0.16,0.28,-0.16,-0.18,-0.19,-0.17,-0.4,0.0,-0.02
1701816775.0,0.29,0.38,0.27,0.15,0.22,0.13,0.19,1.26,0.19,0.35,0.0,0.29,0.2,0.2,0.31,0.16,0.17,0.0,0.2,0.21,0.12,0.17,0.2,0.13,0.14,0.07,0.23,0.27,0.17,-0.09,0.16,0.07,-0.01,0.19,0.18,0.03,0.27,0.26,0.14,0.02,0.13,-0.25,0.1,0.17,0.24,0.17,0.0,0.26,0.15,0.62,-0.25,0.0,0.21,0.42,0.0,0.05,0.1,0.23,0.16,0.09,-0.37,0.81,0.19,0.21,0.61,0.0,0.14,-0.14,0.0,-0.66,0.16,-0.28,0.16,0.18,0.19,0.17,0.4,0.0,0.02
1701816835.0,-0.07,-0.21,0.0,-0.08,-0.13,-0.09,-0.22,-0.03,-0.13,-0.17,-0.21,-0.15,0.0,-0.28,0.0,0.0,-0.11,-0.1,0.0,0.0,-0.11,-0.14,-0.17,0.01,-0.14,-0.25,-0.15,-0.16,-0.1,-0.22,-0.1,-0.05,-0.08,-0.12,-0.04,-0.24,-0.11,-0.26,-0.22,-0.12,-0.16,0.16,-0.23,0.0,-0.23,-0.24,0.0,-0.24,0.0,0.12,-0.1,0.0,-0.08,-0.02,0.0,-0.04,-0.1,-0.05,-0.04,-0.21,-0.12,0.0,0.0,-0.12,0.0,0.0,-0.11,-0.06,0.0,-0.08,-0.17,-0.03,-0.23,-0.02,0.08,0.17,-0.12,0.0,0.06
1701816895.0,0.07,0.22,0.0,0.08,0.13,0.09,0.22,0.03,0.13,0.17,0.21,0.15,0.0,0.28,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.14,0.17,-0.01,0.14,0.25,0.15,0.16,0.1,0.22,0.1,0.05,0.08,0.12,0.04,0.24,0.11,0.26,0.22,0.12,0.16,-0.16,0.23,0.0,0.24,0.24,0.0,0.24,0.0,-0.12,0.1,0.0,0.08,0.02,0.0,0.04,0.1,0.05,0.04,0.21,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.06,0.0,0.09,0.17,0.03,0.23,0.02,-0.08,-0.17,0.12,0.0,-0.06
1701816955.0,-0.0,-0.15,-0.2,-0.04,-0.12,-0.11,-0.17,0.55,-0.06,-0.17,-0.11,-0.05,-0.09,-0.23,0.1,0.16,-0.11,-0.1,0.0,0.0,-0.16,-0.09,-0.14,-0.05,-0.14,-0.21,-0.19,-0.15,-0.09,-0.29,-0.03,0.0,-0.05,-0.09,-0.54,-0.07,-0.15,0.0,-0.3,-0.11,-0.17,-0.03,-0.24,0.0,-0.23,-0.23,0.0,-0.08,0.0,0.38,-0.11,0.49,-0.03,0.02,0.0,0.02,0.14,-0.0,0.03,-0.22,0.44,0.8,-0.38,-0.28,0.0,0.0,-0.11,0.05,0.0,-0.01,-0.77,0.62,-0.32,0.05,0.16,0.36,-0.05,0.0,0.14
1701817015.0,-0.07,-0.07,0.2,-0.04,-0.02,0.02,-0.05,-0.58,-0.06,0.0,-0.11,-0.1,0.09,-0.04,-0.1,-0.16,-0.0,0.0,0.0,0.0,0.05,-0.05,-0.04,0.07,0.0,-0.04,0.04,-0.01,-0.01,0.07,-0.06,-0.05,-0.03,-0.03,0.5,-0.17,0.05,-0.26,0.08,-0.01,0.01,0.19,0.01,0.0,0.0,-0.01,0.0,-0.17,0.0,-0.26,0.01,-0.49,-0.05,-0.04,0.0,-0.07,-0.23,-0.04,-0.06,0.01,-0.56,-0.79,0.38,0.15,0.0,0.0,0.0,-0.12,0.0,-0.07,0.6,-0.64,0.1,-0.08,-0.08,-0.19,-0.06,0.0,-0.08
1701817076.0,0.0,-0.05,-0.2,0.03,-0.07,-0.08,-0.02,0.53,0.0,-0.17,0.0,0.03,-0.09,-0.06,0.1,0.0,-0.05,-0.05,0.0,-0.21,-0.19,0.02,0.01,-0.13,-0.14,-0.02,-0.11,-0.03,-0.06,-0.1,0.03,0.03,-0.01,-0.03,-0.48,0.1,-0.14,0.26,-0.24,-0.04,-0.15,0.17,-0.29,0.0,0.0,-0.09,0.0,0.04,0.0,0.38,-0.13,0.0,-0.0,-0.05,0.0,2.08,0.17,-0.05,0.01,-0.11,0.5,0.0,-0.57,-0.3,-0.61,0.0,-0.19,0.06,0.0,2.11,-0.64,0.6,-0.36,0.04,0.05,0.14,0.06,0.0,0.03
1701817136.0,-0.04,-0.03,0.0,0.02,-0.03,-0.06,-0.02,0.0,0.0,0.0,0.0,-0.03,0.0,-0.04,0.0,-0.16,-0.01,0.05,-0.2,-0.21,-0.07,0.0,-0.02,-0.04,0.0,-0.03,-0.02,-0.04,-0.03,-0.06,0.0,-0.02,-0.17,-0.03,-0.01,0.04,0.23,-0.26,0.01,0.03,0.22,-0.0,-0.01,-0.35,-0.24,-0.03,0.0,-0.01,0.0,0.17,0.16,0.0,-0.02,-0.02,0.0,-0.02,-0.13,0.0,-0.04,-0.03,-0.25,0.0,0.19,0.05,0.0,0.85,-0.04,-0.02,0.0,0.01,0.0,-0.02,-0.13,-0.02,-0.05,-0.03,-0.02,0.0,-0.01
1701817196.0,-0.03,0.03,0.0,0.01,-0.03,0.0,-0.0,-0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.01,-0.01,0.12,0.0,-0.05,0.04,-0.01,0.01,0.02,0.0,-0.0,-0.03,0.0,0.02,0.19,0.01,0.0,-0.01,-0.04,0.04,0.23,0.04,0.0,0.0,0.29,0.0,0.06,0.0,0.1,0.17,0.0,-0.02,-0.05,0.0,-0.01,-0.38,-0.01,-0.01,-0.02,0.0,0.0,0.0,0.07,0.61,0.0,0.09,0.61,0.0,-0.01,-0.01,-0.01,0.04,-0.01,0.0,-0.01,0.01,0.0,-0.01
1701817256.0,-0.05,-0.06,-0.01,-0.01,-0.12,-0.04,-0.05,-1.65,-0.06,0.0,0.0,-0.05,-0.04,-0.04,-0.1,-0.16,-0.05,-0.05,0.2,-0.21,-0.02,-0.04,-0.06,-0.08,0.0,-0.04,-0.07,-0.05,-0.03,-0.01,-0.06,-0.07,-0.06,-0.06,-0.13,-0.06,-0.03,0.0,-0.06,0.03,-0.06,-0.06,-0.04,0.0,0.0,-0.2,0.0,0.03,-0.15,-0.04,-0.06,0.0,-0.05,-0.07,0.0,0.0,0.0,-0.06,-0.07,-0.06,-0.06,0.0,-0.19,0.02,0.0,0.0,-0.05,-0.07,-0.29,-0.07,-0.06,-0.01,-0.25,-0.07,-0.08,-0.09,-0.02,0.0,0.0
1701817316.0,0.12,0.07,0.01,-0.02,0.18,0.09,0.06,1.71,0.06,0.0,0.0,0.07,0.04,0.08,0.1,0.32,0.06,0.0,0.0,0.21,0.08,0.03,0.09,-0.0,0.0,0.12,0.06,0.1,0.05,0.04,0.06,0.09,0.27,0.09,0.12,-0.17,-0.21,0.26,0.06,-0.01,-0.2,-0.18,0.01,0.35,0.24,-0.06,0.0,-0.08,0.15,-0.23,-0.27,0.0,0.09,0.13,0.0,0.03,0.51,0.06,0.12,0.11,0.31,0.0,0.0,-0.15,-0.61,-0.84,0.01,-0.53,0.29,0.07,0.07,0.04,0.34,0.09,0.14,0.13,0.03,0.0,0.02
1701817376.0,-0.04,-0.03,0.0,0.02,-0.03,-0.06,-0.02,0.0,0.0,0.0,0.0,-0.03,0.0,-0.04,0.0,-0.16,-0.01,0.05,-0.2,-0.21,-0.07,0.0,-0.02,-0.04,0.0,-0.03,-0.02,-0.04,-0.03,-0.06,0.0,-0.02,-0.17,-0.03,-0.01,0.04,0.23,-0.26,0.01,0.03,0.22,-0.0,-0.01,-0.35,-0.24,-0.03,0.0,-0.01,0.0,0.17,0.16,0.0,-0.02,-0.02,0.0,-0.02,-0.13,0.0,-0.04,-0.03,-0.25,0.0,0.19,0.05,0.0,0.85,-0.04,-0.02,0.0,0.01,0.0,-0.02,-0.13,-0.02,-0.05,-0.03,-0.02,0.0,-0.01
1701817436.0,-0.02,0.08,-0.01,0.06,-0.08,0.07,0.19,-1.65,0.19,0.17,0.0,0.14,-0.04,0.09,0.1,0.0,0.1,0.2,0.2,0.42,0.11,0.11,0.09,0.09,0.29,0.29,0.2,0.02,0.1,0.08,0.16,-0.02,0.22,0.12,-0.03,0.22,0.27,0.52,0.11,0.07,0.21,0.29,0.25,0.17,0.24,0.45,0.0,0.27,0.15,0.29,0.34,0.0,-0.23,-0.11,0.0,0.01,0.35,-0.03,-0.04,-0.02,-0.31,0.8,-0.19,0.23,0.61,-0.84,0.14,0.57,0.0,-0.09,-0.0,-0.06,-0.37,0.05,0.03,-0.06,0.47,0.0,-0.22
1701817497.0,-0.05,-0.12,0.0,-0.06,-0.07,-0.1,-0.24,-0.03,-0.26,-0.17,0.0,-0.18,0.0,-0.12,-0.2,-0.16,-0.15,-0.25,0.0,-0.42,-0.13,-0.14,-0.16,-0.05,-0.29,-0.39,-0.24,-0.07,-0.12,-0.06,-0.22,-0.04,-0.32,-0.19,-0.08,-0.09,-0.29,-0.52,-0.18,-0.08,-0.23,-0.11,-0.24,-0.17,-0.24,-0.36,0.0,-0.18,-0.31,-0.24,-0.23,0.0,0.17,-0.01,0.0,-0.02,-0.72,-0.03,-0.04,-0.06,0.25,-0.79,0.0,-0.14,0.0,0.85,-0.11,-0.03,-0.29,0.02,-0.07,0.03,0.15,-0.13,-0.11,-0.04,-0.48,0.0,0.21
